,CustomerName,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
378,Jim Sink,40,69,76826.87849999999,139.0,521.0,459.0,17.831943553559974,65.45226130653266,65.45226130653266,58.30921364358676,Medium Value Customer
379,Jocasta Rupert,7,36,65970.29828000002,572.5,11.5,330.0,73.44451571520206,1.4447236180904524,1.4447236180904524,12.244692432657192,Low value Customer
380,Joe Elijah,9,82,131849.26310000004,519.5,707.5,747.0,66.64528543938421,88.88190954773869,88.88190954773869,85.54641593148551,High Value Customer
381,Joe Kamberova,48,91,129257.17780000002,92.0,774.5,744.0,11.8024374599102,97.29899497487438,97.29899497487438,84.47451134762974,High Value Customer
382,Joel Eaton,32,87,107105.96272000003,204.5,761.0,667.0,26.234765875561255,95.60301507537689,95.60301507537689,85.19777769540454,High Value Customer
383,Joel Jenkins,2,83,89083.11632000002,699.0,721.5,553.0,89.67286722257857,90.64070351758794,90.64070351758794,90.49552807333653,High Value Customer
384,John Castell,1,53,52648.742320000005,741.0,157.5,177.0,95.06093649775497,19.786432160804022,19.786432160804022,31.077607811346667,Low value Customer
385,John Dryer,15,48,66755.3318,419.5,87.0,339.0,53.81654906991661,10.92964824120603,10.92964824120603,17.362683365512616,Low value Customer
386,John Grady,0,95,110189.74440000005,779.5,784.5,681.0,100.0,98.55527638190955,98.55527638190955,98.77198492462311,High Value Customer
387,John Huston,13,83,136669.41749999998,463.0,721.5,754.0,59.397049390635026,90.64070351758794,90.64070351758794,85.954155398545,High Value Customer
388,John Lee,21,72,143140.414,332.5,569.0,762.0,42.6555484284798,71.4824120603015,71.4824120603015,67.15838251552825,Medium Value Customer
389,John Lucas,44,50,41332.36199999999,106.5,116.5,74.0,13.662604233483004,14.6356783919598,14.6356783919598,14.489717268188281,Low value Customer
390,John Murray,68,79,122387.73249999998,44.0,684.5,722.0,5.644644002565747,85.99246231155779,85.99246231155779,73.94028956520899,Medium Value Customer
391,John Stevenson,11,42,75677.36529999999,505.0,30.5,441.0,64.78511866581141,3.8316582914572863,3.8316582914572863,12.974677347610404,Low value Customer
392,Jonathan Doherty,2,86,103352.58365999999,699.0,753.0,644.0,89.67286722257857,94.59798994974874,94.59798994974874,93.85922154067322,High Value Customer
393,Jonathan Howell,40,81,74178.18149999999,139.0,697.5,424.0,17.831943553559974,87.62562814070351,87.62562814070351,77.15657545263198,High Value Customer
394,Joni Blumstein,9,59,57793.353559999996,519.5,289.0,232.0,66.64528543938421,36.30653266331658,36.30653266331658,40.857345579726726,Low value Customer
395,Joni Sundaresam,5,53,23251.505,636.5,157.5,8.0,81.65490699166132,19.786432160804022,19.786432160804022,29.066703385432618,Low value Customer
396,Joni Wasserman,5,60,54541.38809999998,636.5,308.0,200.0,81.65490699166132,38.69346733668342,38.69346733668342,45.137683284930105,Low value Customer
397,Joseph Airdo,0,76,96343.45049999999,779.5,631.0,599.0,100.0,79.2713567839196,79.2713567839196,82.38065326633165,High Value Customer
398,Joseph Holt,11,85,136843.50419999994,505.0,744.5,756.0,64.78511866581141,93.53015075376885,93.53015075376885,89.21839594057522,High Value Customer
399,Joy Bell-,1,84,117011.59447999999,741.0,734.5,705.0,95.06093649775497,92.27386934673368,92.27386934673368,92.69192941938687,High Value Customer
400,Joy Daniels,42,67,57859.32710000002,121.0,467.0,233.0,15.522771007055805,58.66834170854271,58.66834170854271,52.19650610331968,Medium Value Customer
401,Joy Smith,21,70,102370.18474000001,332.5,539.0,638.0,42.6555484284798,67.71356783919597,67.71356783919597,63.954864927588545,Medium Value Customer
402,Julia Barnett,0,57,92498.48535999999,779.5,243.5,581.0,100.0,30.590452261306535,30.590452261306535,41.00188442211055,Low value Customer
403,Julia Dunbar,65,48,49669.56668000002,46.0,87.0,146.0,5.9012187299551,10.92964824120603,10.92964824120603,10.17538381451839,Low value Customer
404,Julia West,1,61,109536.61099999998,741.0,329.0,678.0,95.06093649775497,41.33165829145729,41.33165829145729,49.39105002240194,Low value Customer
405,Juliana Krohn,8,83,99720.21631999999,544.5,721.5,624.0,69.85246953175113,90.64070351758794,90.64070351758794,87.52246841971241,High Value Customer
406,Julie Creighton,57,63,72771.37144,57.0,375.5,407.0,7.312379730596537,47.17336683417086,47.17336683417086,41.19421876863471,Low value Customer
407,Julie Kriz,97,65,87904.92748,19.0,421.5,540.0,2.4374599101988452,52.95226130653267,52.95226130653267,45.375041097082594,Low value Customer
408,Julie Prescott,26,76,62519.01680000002,271.0,631.0,286.0,34.76587556125722,79.2713567839196,79.2713567839196,72.59553460052024,Medium Value Customer
409,Justin Deggeller,0,71,105655.24584000002,779.5,553.5,658.0,100.0,69.53517587939699,69.53517587939699,74.10489949748745,Medium Value Customer
410,Justin Ellison,20,53,63346.72335999998,351.5,157.5,300.0,45.093008338678644,19.786432160804022,19.786432160804022,23.582418587485215,Low value Customer
411,Justin Hirsh,27,81,123319.57380000001,255.5,697.5,726.0,32.777421423989736,87.62562814070351,87.62562814070351,79.39839713319644,High Value Customer
412,Justin MacKendrick,12,53,32138.262999999995,486.5,157.5,24.0,62.411802437459905,19.786432160804022,19.786432160804022,26.180237702302406,Low value Customer
413,Justin Ritter,18,57,70377.817,381.0,243.5,380.0,48.877485567671584,30.590452261306535,30.590452261306535,33.33350725726129,Low value Customer
414,Kai Rey,586,7,9880.225919999997,1.0,1.0,1.0,0.12828736369467605,0.12562814070351758,0.12562814070351758,0.12602702415219136,Low value Customer
415,Kalyca Meade,0,43,45760.097400000006,779.5,39.5,110.0,100.0,4.9623115577889445,4.9623115577889445,19.2179648241206,Low value Customer
416,Karen Bern,4,55,57517.656,665.0,195.5,229.0,85.3110968569596,24.560301507537687,24.560301507537687,33.67292080995097,Low value Customer
417,Karen Carlisle,44,63,41957.41609999999,106.5,375.5,80.0,13.662604233483004,47.17336683417086,47.17336683417086,42.14675244406768,Low value Customer
418,Karen Daniels,36,64,126478.9743,162.5,399.5,738.0,20.846696600384863,50.188442211055275,50.188442211055275,45.78718036945471,Low value Customer
419,Karen Ferguson,32,62,96994.52249999998,204.5,351.5,604.0,26.234765875561255,44.15829145728643,44.15829145728643,41.46976262002765,Low value Customer
420,Karen Seio,35,43,23053.864619999997,173.0,39.5,7.0,22.19371391917896,4.9623115577889445,4.9623115577889445,7.547021911997447,Low value Customer
421,Karl Braun,2,93,75381.01948000003,699.0,779.5,438.0,89.67286722257857,97.92713567839196,97.92713567839196,96.68899541001994,High Value Customer
422,Katharine Harms,16,74,83079.1699,397.5,600.0,505.0,50.994227068633734,75.37688442211056,75.37688442211056,71.71948581908904,Medium Value Customer
423,Katherine Ducich,41,39,56400.697600000014,129.5,19.0,213.0,16.613213598460554,2.386934673366834,2.386934673366834,4.520876512130892,Low value Customer
424,Katherine Hughes,1,75,46732.538,741.0,616.0,122.0,95.06093649775497,77.38693467336684,77.38693467336684,80.03803494702505,High Value Customer
425,Katherine Murray,2,81,76193.95992000004,699.0,697.5,447.0,89.67286722257857,87.62562814070351,87.62562814070351,87.93271400298477,High Value Customer
426,Katherine Nockton,19,59,123456.78402,367.5,289.0,727.0,47.14560615779346,36.30653266331658,36.30653266331658,37.932393687488116,Low value Customer
427,Katrina Bavinger,19,68,71826.54369999998,367.5,495.0,394.0,47.14560615779346,62.1859296482412,62.1859296482412,59.92988112467404,Medium Value Customer
428,Katrina Edelman,26,67,70350.6122,271.0,467.0,378.0,34.76587556125722,58.66834170854271,58.66834170854271,55.08297178644989,Medium Value Customer
429,Katrina Willman,26,58,79264.03819999998,271.0,267.5,480.0,34.76587556125722,33.60552763819096,33.60552763819096,33.779579826650895,Low value Customer
430,Kean Nguyen,37,66,91771.9689,153.5,442.0,576.0,19.692110327132777,55.527638190954775,55.527638190954775,50.152309011381476,Medium Value Customer
431,Kean Takahito,43,82,82480.4776,113.5,707.5,499.0,14.560615779345735,88.88190954773869,88.88190954773869,77.73371548247974,High Value Customer
432,Kean Thornton,27,45,28978.539699999998,255.5,56.5,18.0,32.777421423989736,7.097989949748744,7.097989949748744,10.949904670884893,Low value Customer
433,Keith Dawkins,46,78,113661.11069999998,101.0,670.0,693.0,12.957023733162284,84.17085427135679,84.17085427135679,73.48877969062761,Medium Value Customer
434,Keith Herrera,15,79,98625.73,419.5,684.5,617.0,53.81654906991661,85.99246231155779,85.99246231155779,81.16607532531161,High Value Customer
435,Kelly Andreada,16,86,83758.06364,397.5,753.0,510.0,50.994227068633734,94.59798994974874,94.59798994974874,88.05742551758149,High Value Customer
436,Kelly Collister,33,55,128874.30282000001,195.0,195.5,743.0,25.01603592046183,24.560301507537687,24.560301507537687,24.62866166947631,Low value Customer
437,Kelly Lampkin,15,86,59030.63890000001,419.5,753.0,249.0,53.81654906991661,94.59798994974874,94.59798994974874,88.48077381777392,High Value Customer
438,Kelly Williams,22,71,44814.1811,312.5,553.5,101.0,40.089801154586276,69.53517587939699,69.53517587939699,65.11836967067538,Medium Value Customer
439,Ken Black,93,66,85772.97849999998,22.0,442.0,530.0,2.8223220012828736,55.527638190954775,55.527638190954775,47.62184076250399,Low value Customer
440,Ken Brennan,1,56,59773.502899999985,741.0,221.5,259.0,95.06093649775497,27.826633165829147,27.826633165829147,37.911778665618016,Low value Customer
441,Ken Dana,75,56,76026.31474000002,37.5,221.5,444.0,4.810776138550353,27.826633165829147,27.826633165829147,24.374254611737328,Low value Customer
442,Ken Heidel,8,57,52991.74671999999,544.5,243.5,184.0,69.85246953175113,30.590452261306535,30.590452261306535,36.479754851873224,Low value Customer
443,Ken Lonsdale,0,82,107086.69229999998,779.5,707.5,665.0,100.0,88.88190954773869,88.88190954773869,90.54962311557789,High Value Customer
444,Khloe Miller,15,61,49423.67800000001,419.5,329.0,144.0,53.81654906991661,41.33165829145729,41.33165829145729,43.204391908226185,Low value Customer
445,Kimberly Carter,2,53,72960.60672000001,699.0,157.5,412.0,89.67286722257857,19.786432160804022,19.786432160804022,30.269397420070206,Low value Customer
446,Kristen Hastings,2,88,97716.46029999996,699.0,767.0,607.0,89.67286722257857,96.35678391959799,96.35678391959799,95.35419641504507,High Value Customer
447,Kristina Nunn,98,46,46950.084,16.5,65.0,125.0,2.116741500962155,8.165829145728644,8.165829145728644,7.25846599901367,Low value Customer
448,Kunst Miller,28,69,77472.29799999998,238.5,521.0,467.0,30.596536241180246,65.45226130653266,65.45226130653266,60.223902546729796,Medium Value Customer
449,Larry Blacks,9,63,62644.22794,519.5,375.5,289.0,66.64528543938421,47.17336683417086,47.17336683417086,50.09415462495286,Medium Value Customer
450,Larry Hughes,12,50,43275.0474,486.5,116.5,93.0,62.411802437459905,14.6356783919598,14.6356783919598,21.80209699878482,Low value Customer
451,Larry Tron,6,56,82440.44681999998,600.5,221.5,498.0,77.03656189865298,27.826633165829147,27.826633165829147,35.20812247575272,Low value Customer
452,Laura Armstrong,1,86,148239.52090000003,741.0,753.0,769.0,95.06093649775497,94.59798994974874,94.59798994974874,94.66743193194966,High Value Customer
453,Laurel Beltran,39,87,166729.80198,146.5,761.0,784.0,18.794098781270044,95.60301507537689,95.60301507537689,84.08167763126086,High Value Customer
454,Laurel Elliston,14,61,47904.12769999999,442.5,329.0,128.0,56.767158434894164,41.33165829145729,41.33165829145729,43.64698331297282,Low value Customer
455,Laurel Workman,22,63,45590.49772,312.5,375.5,108.0,40.089801154586276,47.17336683417086,47.17336683417086,46.110831982233165,Low value Customer
456,Lauren Leatherbury,26,66,78900.90786,271.0,442.0,476.0,34.76587556125722,55.527638190954775,55.527638190954775,52.41337379650014,Medium Value Customer
457,Lela Donovan,42,71,79280.97394000004,121.0,553.5,481.0,15.522771007055805,69.53517587939699,69.53517587939699,61.433315148545816,Medium Value Customer
458,Lena Cacioppo,23,66,45016.796079999986,298.0,442.0,104.0,38.22963438101347,55.527638190954775,55.527638190954775,52.93293761946358,Medium Value Customer
459,Lena Creighton,16,69,78339.7416,397.5,521.0,469.0,50.994227068633734,65.45226130653266,65.45226130653266,63.28355617084782,Medium Value Customer
460,Lena Hernandez,21,55,70029.98960000002,332.5,195.5,375.0,42.6555484284798,24.560301507537687,24.560301507537687,27.274588545679002,Low value Customer
461,Lena Radford,26,65,95913.01492000005,271.0,421.5,597.0,34.76587556125722,52.95226130653267,52.95226130653267,50.22430344474135,Medium Value Customer
462,Linda Cazamias,41,67,83847.65583999998,129.5,467.0,513.0,16.613213598460554,58.66834170854271,58.66834170854271,52.36007249203038,Medium Value Customer
463,Linda Southworth,6,63,50681.00756000002,600.5,375.5,157.0,77.03656189865298,47.17336683417086,47.17336683417086,51.65284609384317,Medium Value Customer
464,Lindsay Castell,2,50,73810.91249999998,699.0,116.5,421.0,89.67286722257857,14.6356783919598,14.6356783919598,25.89125671655262,Low value Customer
465,Lindsay Shagiari,20,59,36628.921899999994,351.5,289.0,43.0,45.093008338678644,36.30653266331658,36.30653266331658,37.62450401462089,Low value Customer
466,Lindsay Williams,14,58,56848.94850000002,442.5,267.5,223.0,56.767158434894164,33.60552763819096,33.60552763819096,37.07977225769643,Low value Customer
467,Lisa DeCherney,43,58,48968.16456,113.5,267.5,138.0,14.560615779345735,33.60552763819096,33.60552763819096,30.74879085936417,Low value Customer
468,Lisa Hazard,41,43,41755.1946,129.5,39.5,78.0,16.613213598460554,4.9623115577889445,4.9623115577889445,6.7099468638896855,Low value Customer
469,Lisa Ryan,45,78,83774.67060000004,102.5,670.0,511.0,13.149454778704298,84.17085427135679,84.17085427135679,73.51764434745891,Medium Value Customer
470,Liz Carlisle,4,58,111321.11093999997,665.0,267.5,684.0,85.3110968569596,33.60552763819096,33.60552763819096,41.361363021006255,Low value Customer
471,Liz MacKendrick,7,50,80420.2684,572.5,116.5,487.0,73.44451571520206,14.6356783919598,14.6356783919598,23.45700399044614,Low value Customer
472,Liz Pelletier,40,54,42885.12009999999,139.0,173.5,89.0,17.831943553559974,21.7964824120603,21.7964824120603,21.201801583285253,Low value Customer
473,Liz Preis,0,71,67162.51071999999,779.5,553.5,346.0,100.0,69.53517587939699,69.53517587939699,74.10489949748745,Medium Value Customer
474,Liz Thompson,34,74,123525.13104000001,183.5,600.0,728.0,23.54073123797306,75.37688442211056,75.37688442211056,67.60146144448994,Medium Value Customer
475,Liz Willingham,33,41,31634.352000000003,195.0,25.0,23.0,25.01603592046183,3.1407035175879394,3.1407035175879394,6.422003378019022,Low value Customer
476,Logan Currie,13,71,75344.80287999999,463.0,553.5,437.0,59.397049390635026,69.53517587939699,69.53517587939699,68.0144569060827,Medium Value Customer
477,Logan Haushalter,75,72,76401.68519999999,37.5,569.0,451.0,4.810776138550353,71.4824120603015,71.4824120603015,61.48166667203883,Medium Value Customer
478,Lori Olson,2,69,63162.05759999999,699.0,521.0,296.0,89.67286722257857,65.45226130653266,65.45226130653266,69.08535219393954,Medium Value Customer
479,Luke Foster,22,61,74323.8065,312.5,329.0,428.0,40.089801154586276,41.33165829145729,41.33165829145729,41.14537972092664,Low value Customer
480,Luke Schmidt,15,57,63895.21206,419.5,243.5,306.0,53.81654906991661,30.590452261306535,30.590452261306535,34.07436678259805,Low value Customer
481,Luke Weiss,21,53,54524.86631999999,332.5,157.5,199.0,42.6555484284798,19.786432160804022,19.786432160804022,23.21679960095539,Low value Customer
482,Lycoris Saunders,4,79,38730.83692000001,665.0,684.5,57.0,85.3110968569596,85.99246231155779,85.99246231155779,85.89025749336805,High Value Customer
483,Lynn Smith,34,54,55518.823,183.5,173.5,207.0,23.54073123797306,21.7964824120603,21.7964824120603,22.058119735947216,Low value Customer
484,Magdelene Morse,4,66,111967.40524000001,665.0,442.0,687.0,85.3110968569596,55.527638190954775,55.527638190954775,59.9951569908555,Medium Value Customer
485,Marc Crier,44,69,65776.7889,106.5,521.0,328.0,13.662604233483004,65.45226130653266,65.45226130653266,57.68381274557521,Medium Value Customer
486,Marc Harrigan,37,64,73614.95221999999,153.5,399.5,419.0,19.692110327132777,50.188442211055275,50.188442211055275,45.6139924284669,Low value Customer
487,Maria Bertelson,1,60,160271.00343999997,741.0,308.0,779.0,95.06093649775497,38.69346733668342,38.69346733668342,47.148587710844154,Low value Customer
488,Maria Etezadi,5,84,136685.005,636.5,734.5,755.0,81.65490699166132,92.27386934673368,92.27386934673368,90.68102499347282,High Value Customer
489,Maria Zettner,21,53,93796.85910000003,332.5,157.5,587.0,42.6555484284798,19.786432160804022,19.786432160804022,23.21679960095539,Low value Customer
490,Maribeth Dona,26,70,91535.23603999996,271.0,539.0,572.0,34.76587556125722,67.71356783919597,67.71356783919597,62.77141399750516,Medium Value Customer
491,Maribeth Schnelling,5,79,113935.90609999998,636.5,684.5,695.0,81.65490699166132,85.99246231155779,85.99246231155779,85.34182901357332,High Value Customer
492,Maribeth Yedwab,29,56,83704.13560000001,224.0,221.5,509.0,28.736369467607442,27.826633165829147,27.826633165829147,27.96309361109589,Low value Customer
493,Marina Lichtenstein,0,57,102823.35196000001,779.5,243.5,641.0,100.0,30.590452261306535,30.590452261306535,41.00188442211055,Low value Customer
494,Maris LaWare,33,60,65630.91790000001,195.0,308.0,326.0,25.01603592046183,38.69346733668342,38.69346733668342,36.64185262425018,Low value Customer
495,Mark Cousins,23,74,93147.92241999999,298.0,600.0,582.0,38.22963438101347,75.37688442211056,75.37688442211056,69.804796915946,Medium Value Customer
496,Mark Haberlin,8,73,42063.01539999999,544.5,583.5,82.0,69.85246953175113,73.30402010050251,73.30402010050251,72.7862875151898,Medium Value Customer
497,Mark Hamilton,54,64,58110.04843999999,67.5,399.5,235.0,8.659397049390636,50.188442211055275,50.188442211055275,43.95908543680558,Low value Customer
498,Mark Packer,5,52,56416.260600000016,636.5,144.0,215.0,81.65490699166132,18.090452261306535,18.090452261306535,27.62512047085975,Low value Customer
499,Mark Van Huff,16,57,39305.548899999994,397.5,243.5,64.0,50.994227068633734,30.590452261306535,30.590452261306535,33.65101848240561,Low value Customer
500,Mary O'Rourke,36,57,43028.83379999999,162.5,243.5,90.0,20.846696600384863,30.590452261306535,30.590452261306535,29.12888891216828,Low value Customer
501,Mary Zewe,23,77,71931.30788000001,298.0,651.0,395.0,38.22963438101347,81.78391959798995,81.78391959798995,75.25077681544347,High Value Customer
502,MaryBeth Skach,15,63,66798.87875999999,419.5,375.5,340.0,53.81654906991661,47.17336683417086,47.17336683417086,48.16984416953272,Low value Customer
503,Mathew Reese,97,76,92018.9073,19.0,631.0,577.0,2.4374599101988452,79.2713567839196,79.2713567839196,67.74627225286149,Medium Value Customer
504,Matt Abelman,64,82,44981.380679999995,47.5,707.5,102.0,6.093649775497114,88.88190954773869,88.88190954773869,76.46367058190245,High Value Customer
505,Matt Collins,9,75,90182.00046000001,519.5,616.0,559.0,66.64528543938421,77.38693467336684,77.38693467336684,75.77568728826944,High Value Customer
506,Matt Collister,51,55,52901.07984,76.5,195.5,182.0,9.81398332264272,24.560301507537687,24.560301507537687,22.348353779803443,Low value Customer
507,Matt Connell,49,58,52927.69929999999,84.0,267.5,183.0,10.77613855035279,33.60552763819096,33.60552763819096,30.18111927501523,Low value Customer
508,Matt Hagelstein,23,60,42739.69033999999,298.0,308.0,86.0,38.22963438101347,38.69346733668342,38.69346733668342,38.62389239333292,Low value Customer
509,Matthew Clasen,5,80,128073.72989999999,636.5,693.0,741.0,81.65490699166132,87.06030150753769,87.06030150753769,86.24949233015623,High Value Customer
510,Matthew Grinstein,19,51,56212.21004,367.5,132.5,211.0,47.14560615779346,16.64572864321608,16.64572864321608,21.220710270402687,Low value Customer
511,Maureen Fritzler,48,56,56499.131980000006,92.0,221.5,216.0,11.8024374599102,27.826633165829147,27.826633165829147,25.423003809941306,Low value Customer
512,Maureen Gastineau,36,83,94320.80009999998,162.5,721.5,588.0,20.846696600384863,90.64070351758794,90.64070351758794,80.17160248000746,High Value Customer
513,Maureen Gnade,0,74,107240.07519999998,779.5,600.0,669.0,100.0,75.37688442211056,75.37688442211056,79.07035175879398,High Value Customer
514,Maurice Satty,29,61,41640.99105999999,224.0,329.0,77.0,28.736369467607442,41.33165829145729,41.33165829145729,39.44236496787981,Low value Customer
515,Max Engle,11,72,35964.71919999999,505.0,569.0,34.0,64.78511866581141,71.4824120603015,71.4824120603015,70.47781805112798,Medium Value Customer
516,Max Jones,21,60,63099.55347999999,332.5,308.0,295.0,42.6555484284798,38.69346733668342,38.69346733668342,39.28777950045287,Low value Customer
517,Max Ludwig,1,63,77459.86940000001,741.0,375.5,466.0,95.06093649775497,47.17336683417086,47.17336683417086,54.35650228370847,Medium Value Customer
518,Maxwell Schwartz,34,73,93552.26392000001,183.5,583.5,586.0,23.54073123797306,73.30402010050251,73.30402010050251,65.8395267711231,Medium Value Customer
519,Maya Herman,0,62,57768.29188,779.5,351.5,231.0,100.0,44.15829145728643,44.15829145728643,52.53454773869346,Medium Value Customer
520,Meg O'Connel,6,58,110963.28039999999,600.5,267.5,682.0,77.03656189865298,33.60552763819096,33.60552763819096,40.12018277726026,Low value Customer
521,Meg Tillman,49,59,76407.79999999997,84.0,289.0,452.0,10.77613855035279,36.30653266331658,36.30653266331658,32.47697354637201,Low value Customer
522,Melanie Seite,4,70,82154.50509999998,665.0,539.0,496.0,85.3110968569596,67.71356783919597,67.71356783919597,70.35319719186052,Medium Value Customer
523,Michael Chen,1,65,49093.70026,741.0,421.5,140.0,95.06093649775497,52.95226130653267,52.95226130653267,59.26856258521601,Medium Value Customer
524,Michael Dominguez,36,59,155224.95142,162.5,289.0,776.0,20.846696600384863,36.30653266331658,36.30653266331658,33.98755725387682,Low value Customer
525,Michael Grace,5,61,72089.98374,636.5,329.0,396.0,81.65490699166132,41.33165829145729,41.33165829145729,47.38014559648789,Low value Customer
526,Michael Granlund,5,63,79355.07890000002,636.5,375.5,482.0,81.65490699166132,47.17336683417086,47.17336683417086,52.345597857794424,Medium Value Customer
527,Michael Kennedy,21,74,63846.796900000016,332.5,600.0,305.0,42.6555484284798,75.37688442211056,75.37688442211056,70.46868402306595,Medium Value Customer
528,Michael Moore,7,78,111526.48,572.5,670.0,686.0,73.44451571520206,84.17085427135679,84.17085427135679,82.56190348793358,High Value Customer
529,Michael Nguyen,8,55,78342.34436,544.5,195.5,470.0,69.85246953175113,24.560301507537687,24.560301507537687,31.354126711169705,Low value Customer
530,Michael Oakman,6,29,17070.44,600.5,2.0,3.0,77.03656189865298,0.25125628140703515,0.25125628140703515,11.769052123993927,Low value Customer
531,Michael Paige,27,94,78508.67110000002,255.5,782.0,472.0,32.777421423989736,98.24120603015075,98.24120603015075,88.4216383392266,High Value Customer
532,Michael Stewart,6,77,88820.07500000004,600.5,651.0,548.0,77.03656189865298,81.78391959798995,81.78391959798995,81.0718159430894,High Value Customer
533,Michelle Arnett,16,59,54904.43902000001,397.5,289.0,204.0,50.994227068633734,36.30653266331658,36.30653266331658,38.509686824114155,Low value Customer
534,Michelle Ellison,42,49,37843.18744,121.0,100.5,49.0,15.522771007055805,12.625628140703519,12.625628140703519,13.060199570656362,Low value Customer
535,Michelle Huthwaite,14,50,62541.64849999999,442.5,116.5,287.0,56.767158434894164,14.6356783919598,14.6356783919598,20.955400398399952,Low value Customer
536,Michelle Lonsdale,7,47,48450.72099999999,572.5,74.5,135.0,73.44451571520206,9.359296482412061,9.359296482412061,18.97207936733056,Low value Customer
537,Michelle Moray,15,66,48092.093,419.5,442.0,133.0,53.81654906991661,55.527638190954775,55.527638190954775,55.27097482279905,Medium Value Customer
538,Michelle Tran,127,68,93310.6841,5.0,495.0,583.0,0.6414368184733804,62.1859296482412,62.1859296482412,52.95425572377603,Medium Value Customer
539,Mick Brown,11,71,79062.11791999996,505.0,553.5,478.0,64.78511866581141,69.53517587939699,69.53517587939699,68.82266729735915,Medium Value Customer
540,Mick Crebagga,41,62,49710.97400000002,129.5,351.5,148.0,16.613213598460554,44.15829145728643,44.15829145728643,40.026529778462546,Low value Customer
541,Mick Hernandez,5,67,54358.827960000024,636.5,467.0,195.0,81.65490699166132,58.66834170854271,58.66834170854271,62.1163265010105,Medium Value Customer
542,Mike Caudle,51,57,45676.08620000001,76.5,243.5,109.0,9.81398332264272,30.590452261306535,30.590452261306535,27.473981920506958,Low value Customer
543,Mike Gockenbach,2,51,123964.56460000001,699.0,132.5,730.0,89.67286722257857,16.64572864321608,16.64572864321608,27.599799430120452,Low value Customer
544,Mike Kennedy,22,82,53737.32779999999,312.5,707.5,191.0,40.089801154586276,88.88190954773869,88.88190954773869,81.56309328876583,High Value Customer
545,Mike Pelletier,16,82,94570.09960000002,397.5,707.5,589.0,50.994227068633734,88.88190954773869,88.88190954773869,83.19875717587294,High Value Customer
546,Mike Vittorini,7,62,100227.35,572.5,351.5,628.0,73.44451571520206,44.15829145728643,44.15829145728643,48.55122509597377,Low value Customer
547,Mitch Gastineau,1,68,77168.528,741.0,495.0,462.0,95.06093649775497,62.1859296482412,62.1859296482412,67.11718067566827,Medium Value Customer
548,Mitch Webber,17,74,120965.91490000002,387.0,600.0,717.0,49.64720974983964,75.37688442211056,75.37688442211056,71.51743322126993,Medium Value Customer
549,Mitch Willingham,0,66,76243.34110000003,779.5,442.0,448.0,100.0,55.527638190954775,55.527638190954775,62.198492462311556,Medium Value Customer
550,Monica Federle,7,86,119791.03480000001,572.5,753.0,712.0,73.44451571520206,94.59798994974874,94.59798994974874,91.42496881456674,High Value Customer
551,Muhammed Lee,8,71,62265.496119999996,544.5,553.5,280.0,69.85246953175113,69.53517587939699,69.53517587939699,69.58276992725011,Medium Value Customer
552,Muhammed MacIntyre,12,55,43541.933,486.5,195.5,94.0,62.411802437459905,24.560301507537687,24.560301507537687,30.238026647026018,Low value Customer
553,Muhammed Yedwab,0,108,144857.50654,779.5,796.0,764.0,100.0,100.0,100.0,100.0,High Value Customer
554,Nancy Lomonaco,25,43,50745.3958,285.0,39.5,158.0,36.561898652982684,4.9623115577889445,4.9623115577889445,9.702249622068004,Low value Customer
555,Naresj Patel,1,65,46999.40099999999,741.0,421.5,126.0,95.06093649775497,52.95226130653267,52.95226130653267,59.26856258521601,Medium Value Customer
556,Nat Carroll,5,76,66841.77084000001,636.5,631.0,342.0,81.65490699166132,79.2713567839196,79.2713567839196,79.62888931508085,High Value Customer
557,Nat Gilpin,48,66,40017.110440000004,92.0,442.0,66.0,11.8024374599102,55.527638190954775,55.527638190954775,48.96885808129809,Low value Customer
558,Natalie DeCherney,12,63,68258.06346000003,486.5,375.5,357.0,62.411802437459905,47.17336683417086,47.17336683417086,49.45913217466421,Low value Customer
559,Natalie Fritzler,1,95,147030.11849999998,741.0,784.5,768.0,95.06093649775497,98.55527638190955,98.55527638190955,98.03112539928635,High Value Customer
560,Natalie Webber,117,79,122215.03173999999,9.0,684.5,720.0,1.1545862732520846,85.99246231155779,85.99246231155779,73.26678090581193,Medium Value Customer
561,Nathan Cano,39,49,47994.19319999997,146.5,100.5,132.0,18.794098781270044,12.625628140703519,12.625628140703519,13.550898736788497,Low value Customer
562,Nathan Gelder,18,65,101888.43514000002,381.0,421.5,635.0,48.877485567671584,52.95226130653267,52.95226130653267,52.3410449457035,Medium Value Customer
563,Nathan Mautz,30,75,97043.82070000003,213.5,616.0,605.0,27.38935214881334,77.38693467336684,77.38693467336684,69.8872972946838,Medium Value Customer
564,Neil Ducich,5,57,74195.52187999999,636.5,243.5,425.0,81.65490699166132,30.590452261306535,30.590452261306535,38.25012047085975,Low value Customer
565,Neil Französisch,6,62,47864.79030000001,600.5,351.5,127.0,77.03656189865298,44.15829145728643,44.15829145728643,49.09003202349141,Low value Customer
566,Neil Knudson,26,63,66507.8378,271.0,375.5,337.0,34.76587556125722,47.17336683417086,47.17336683417086,45.312243143233815,Low value Customer
567,Neola Schneider,6,75,86465.58357999998,600.5,616.0,533.0,77.03656189865298,77.38693467336684,77.38693467336684,77.33437875715975,High Value Customer
